ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
93953,12,2013,Elec- Commercial,Y,0,0,
93953,12,2013,Elec- Residential,N,"2,684","2,336,788",871
93955,12,2013,Elec- Commercial,N,748,"4,686,782","6,266"
93955,12,2013,Elec- Industrial,Y,0,0,
93955,12,2013,Elec- Residential,N,"8,635","4,775,442",553
93960,12,2013,Elec- Agricultural,Y,321,"2,000,878","6,233"
93960,12,2013,Elec- Commercial,N,279,"1,602,335","5,743"
93960,12,2013,Elec- Industrial,Y,0,0,
93960,12,2013,Elec- Residential,N,"4,179","2,345,722",561
93962,12,2013,Elec- Residential,N,265,"147,295",556
94002,12,2013,Elec- Commercial,N,701,"4,378,532","6,246"
94002,12,2013,Elec- Residential,N,"10,576","5,950,446",563
94005,12,2013,Elec- Commercial,N,296,"3,786,908","12,794"
94005,12,2013,Elec- Residential,N,"1,761","902,201",512
94010,12,2013,Elec- Agricultural,Y,0,0,
94010,12,2013,Elec- Commercial,N,"1,262","10,614,446","8,411"
94010,12,2013,Elec- Industrial,Y,0,0,
94010,12,2013,Elec- Residential,N,"16,910","12,710,231",752
94014,12,2013,Elec- Agricultural,Y,0,0,
94014,12,2013,Elec- Commercial,N,752,"5,516,933","7,336"
94014,12,2013,Elec- Residential,N,"13,360","6,486,023",485
94015,12,2013,Elec- Agricultural,Y,0,0,
94015,12,2013,Elec- Commercial,N,455,"6,081,944","13,367"
94015,12,2013,Elec- Industrial,Y,0,0,
94015,12,2013,Elec- Residential,N,"18,096","8,880,267",491
94018,12,2013,Elec- Commercial,N,168,"486,644","2,897"
94018,12,2013,Elec- Residential,N,"1,852","1,240,086",670
94019,12,2013,Elec- Agricultural,Y,0,0,
94019,12,2013,Elec- Commercial,Y,0,0,
94019,12,2013,Elec- Residential,N,"4,542","3,016,983",664
94020,12,2013,Elec- Agricultural,Y,0,0,
94020,12,2013,Elec- Commercial,Y,0,0,
94020,12,2013,Elec- Residential,Y,651,"572,770",880
94021,12,2013,Elec- Commercial,Y,0,0,
94021,12,2013,Elec- Residential,Y,0,0,
94022,12,2013,Elec- Agricultural,Y,0,0,
94022,12,2013,Elec- Commercial,Y,0,0,
94022,12,2013,Elec- Industrial,Y,0,0,
94022,12,2013,Elec- Residential,N,"7,053","7,139,192","1,012"
94024,12,2013,Elec- Commercial,Y,0,0,
94024,12,2013,Elec- Residential,N,"7,746","7,059,270",911
94025,12,2013,Elec- Agricultural,Y,0,0,
94025,12,2013,Elec- Commercial,Y,"1,246","16,792,346","13,477"
94025,12,2013,Elec- Industrial,Y,0,0,
94025,12,2013,Elec- Residential,N,"15,437","10,157,276",658
94027,12,2013,Elec- Agricultural,Y,0,0,
94027,12,2013,Elec- Commercial,N,132,"882,831","6,688"
94027,12,2013,Elec- Residential,N,"2,406","4,866,101","2,022"
94028,12,2013,Elec- Agricultural,Y,0,0,
94028,12,2013,Elec- Commercial,Y,0,0,
94028,12,2013,Elec- Residential,N,"2,282","2,578,001","1,130"
94030,12,2013,Elec- Commercial,N,409,"3,647,655","8,918"
94030,12,2013,Elec- Residential,N,"8,315","4,772,294",574
94035,12,2013,Elec- Commercial,Y,0,0,
94037,12,2013,Elec- Commercial,N,24,"99,722","4,155"
94037,12,2013,Elec- Residential,N,"1,046","860,930",823
94038,12,2013,Elec- Agricultural,Y,0,0,
94038,12,2013,Elec- Commercial,Y,0,0,
94038,12,2013,Elec- Residential,N,"1,016","764,414",752
94040,12,2013,Elec- Commercial,N,728,"6,977,280","9,584"
94040,12,2013,Elec- Industrial,Y,0,0,
94040,12,2013,Elec- Residential,N,"13,312","7,209,832",542
94041,12,2013,Elec- Commercial,N,385,"3,235,765","8,405"
94041,12,2013,Elec- Industrial,Y,0,0,
94041,12,2013,Elec- Residential,N,"6,194","2,985,000",482
94043,12,2013,Elec- Agricultural,Y,0,0,
94043,12,2013,Elec- Commercial,Y,"1,038","20,586,821","19,833"
94043,12,2013,Elec- Industrial,Y,0,0,
94043,12,2013,Elec- Residential,N,"11,798","6,168,580",523
94044,12,2013,Elec- Agricultural,Y,0,0,
94044,12,2013,Elec- Commercial,Y,586,"2,760,375","4,711"
94044,12,2013,Elec- Industrial,Y,0,0,
94044,12,2013,Elec- Residential,N,"14,138","7,317,305",518
94060,12,2013,Elec- Agricultural,Y,0,0,
94060,12,2013,Elec- Commercial,Y,122,"294,511","2,414"
94060,12,2013,Elec- Residential,Y,541,"436,021",806
94061,12,2013,Elec- Commercial,N,365,"2,244,497","6,149"
94061,12,2013,Elec- Residential,N,"13,390","7,509,612",561
94062,12,2013,Elec- Agricultural,Y,0,0,
94062,12,2013,Elec- Commercial,Y,0,0,
94062,12,2013,Elec- Industrial,Y,0,0,
94062,12,2013,Elec- Residential,N,"9,747","9,271,623",951
94063,12,2013,Elec- Commercial,N,"1,665","17,843,265","10,717"
94063,12,2013,Elec- Industrial,Y,0,0,
94063,12,2013,Elec- Residential,N,"7,916","4,426,537",559
94065,12,2013,Elec- Commercial,Y,0,0,
94065,12,2013,Elec- Industrial,Y,0,0,
94065,12,2013,Elec- Residential,N,"5,073","3,171,938",625
94066,12,2013,Elec- Commercial,Y,0,0,
94066,12,2013,Elec- Industrial,Y,0,0,
94066,12,2013,Elec- Residential,N,"14,307","7,649,036",535
94070,12,2013,Elec- Commercial,N,"1,509","7,725,363","5,120"
94070,12,2013,Elec- Industrial,Y,0,0,
94070,12,2013,Elec- Residential,N,"12,046","7,602,434",631
94074,12,2013,Elec- Agricultural,Y,0,0,
94074,12,2013,Elec- Commercial,Y,0,0,
94074,12,2013,Elec- Residential,Y,0,0,
94080,12,2013,Elec- Agricultural,Y,0,0,
94080,12,2013,Elec- Commercial,Y,"2,391","34,337,212","14,361"
94080,12,2013,Elec- Industrial,Y,0,0,
94080,12,2013,Elec- Residential,N,"20,594","10,234,953",497
94085,12,2013,Elec- Commercial,N,592,"15,031,714","25,391"
94085,12,2013,Elec- Industrial,Y,0,0,
94085,12,2013,Elec- Residential,N,"8,180","4,298,075",525
94086,12,2013,Elec- Agricultural,Y,0,0,
94086,12,2013,Elec- Commercial,N,644,"8,423,311","13,080"
94086,12,2013,Elec- Industrial,Y,0,0,
94086,12,2013,Elec- Residential,N,"18,432","9,892,099",537
94087,12,2013,Elec- Commercial,Y,0,0,
94087,12,2013,Elec- Residential,N,"20,449","11,402,645",558
94089,12,2013,Elec- Commercial,Y,585,"17,138,322","29,296"
94089,12,2013,Elec- Industrial,Y,0,0,
94089,12,2013,Elec- Residential,N,"4,544","3,252,197",716
94102,12,2013,Elec- Commercial,N,"1,011","11,828,388","11,700"
94102,12,2013,Elec- Industrial,Y,0,0,
94102,12,2013,Elec- Residential,N,"10,400","3,948,746",380
94103,12,2013,Elec- Commercial,N,"1,814","20,543,733","11,325"
94103,12,2013,Elec- Industrial,Y,0,0,
94103,12,2013,Elec- Residential,N,"10,921","3,973,557",364
94104,12,2013,Elec- Commercial,N,126,"6,254,453","49,639"
94104,12,2013,Elec- Industrial,Y,0,0,
94104,12,2013,Elec- Residential,N,227,"80,183",353
94105,12,2013,Elec- Commercial,N,420,"15,407,533","36,685"
94105,12,2013,Elec- Industrial,Y,118,"103,243,606","874,946"
94105,12,2013,Elec- Residential,N,"5,031","2,174,291",432
94107,12,2013,Elec- Commercial,Y,"1,442","18,066,398","12,529"
94107,12,2013,Elec- Industrial,Y,0,0,
94107,12,2013,Elec- Residential,N,"12,731","5,560,762",437
94108,12,2013,Elec- Commercial,N,"1,116","9,307,333","8,340"
94108,12,2013,Elec- Industrial,Y,0,0,
94108,12,2013,Elec- Residential,N,"5,415","1,843,358",340
94109,12,2013,Elec- Commercial,N,"1,408","10,058,654","7,144"
94109,12,2013,Elec- Residential,N,"27,127","9,496,730",350
94110,12,2013,Elec- Commercial,N,"1,770","6,631,358","3,747"
94110,12,2013,Elec- Residential,N,"25,381","9,628,580",379
94111,12,2013,Elec- Commercial,N,416,"9,844,587","23,665"
94111,12,2013,Elec- Industrial,Y,0,0,
94111,12,2013,Elec- Residential,Y,887,"390,638",440
94112,12,2013,Elec- Commercial,N,745,"2,956,298","3,968"
94112,12,2013,Elec- Residential,N,"18,171","9,475,249",521
94114,12,2013,Elec- Commercial,N,683,"2,248,691","3,292"
94114,12,2013,Elec- Industrial,Y,0,0,
94114,12,2013,Elec- Residential,N,"16,501","6,704,891",406
94115,12,2013,Elec- Commercial,N,809,"5,782,744","7,148"
94115,12,2013,Elec- Industrial,Y,0,0,
94115,12,2013,Elec- Residential,N,"16,007","7,218,450",451
94116,12,2013,Elec- Commercial,Y,0,0,
94116,12,2013,Elec- Residential,N,"13,065","6,060,500",464
94117,12,2013,Elec- Commercial,N,624,"2,443,619","3,916"
94117,12,2013,Elec- Industrial,Y,0,0,
94117,12,2013,Elec- Residential,N,"18,559","7,120,590",384
94118,12,2013,Elec- Commercial,Y,989,"4,637,578","4,689"
94118,12,2013,Elec- Industrial,Y,0,0,
94118,12,2013,Elec- Residential,Y,"17,386","7,304,084",420
94121,12,2013,Elec- Commercial,N,528,"1,687,890","3,197"
94121,12,2013,Elec- Industrial,Y,0,0,
94121,12,2013,Elec- Residential,N,"17,137","6,880,158",401
94122,12,2013,Elec- Commercial,Y,"1,280","3,613,411","2,823"
94122,12,2013,Elec- Residential,N,"20,229","8,349,885",413
94123,12,2013,Elec- Commercial,N,885,"2,897,110","3,274"
94123,12,2013,Elec- Residential,N,"13,998","5,259,939",376
94124,12,2013,Elec- Agricultural,Y,0,0,
94124,12,2013,Elec- Commercial,N,"1,294","6,902,658","5,334"
94124,12,2013,Elec- Industrial,Y,0,0,
94124,12,2013,Elec- Residential,N,"8,601","4,344,732",505
94127,12,2013,Elec- Commercial,N,313,"922,074","2,946"
94127,12,2013,Elec- Residential,N,"6,620","3,757,848",568
94129,12,2013,Elec- Commercial,Y,0,0,
94129,12,2013,Elec- Industrial,Y,0,0,
94129,12,2013,Elec- Residential,Y,0,0,
94130,12,2013,Elec- Residential,Y,0,0,
94131,12,2013,Elec- Commercial,N,238,"1,571,347","6,602"
94131,12,2013,Elec- Residential,N,"11,781","5,430,989",461
94132,12,2013,Elec- Commercial,N,277,"2,605,031","9,404"
94132,12,2013,Elec- Industrial,Y,0,0,
94132,12,2013,Elec- Residential,N,"8,545","3,796,293",444
94133,12,2013,Elec- Commercial,N,"1,209","8,044,851","6,654"
94133,12,2013,Elec- Residential,N,"11,955","4,274,639",358
94134,12,2013,Elec- Agricultural,Y,0,0,
94134,12,2013,Elec- Commercial,N,288,"1,332,978","4,628"
94134,12,2013,Elec- Residential,N,"9,257","4,752,122",513
94158,12,2013,Elec- Commercial,Y,0,0,
94158,12,2013,Elec- Industrial,Y,0,0,
94158,12,2013,Elec- Residential,N,"2,500","1,141,560",457
94303,12,2013,Elec- Agricultural,Y,0,0,
94303,12,2013,Elec- Commercial,Y,0,0,
94303,12,2013,Elec- Industrial,Y,0,0,
94303,12,2013,Elec- Residential,N,"6,801","4,409,844",648
94305,12,2013,Elec- Commercial,Y,0,0,
94305,12,2013,Elec- Residential,N,861,"753,172",875
94306,12,2013,Elec- Agricultural,Y,0,0,
94306,12,2013,Elec- Commercial,Y,0,0,
94401,12,2013,Elec- Commercial,N,931,"5,095,525","5,473"
94401,12,2013,Elec- Industrial,Y,0,0,
94401,12,2013,Elec- Residential,N,"11,673","6,139,979",526
94402,12,2013,Elec- Commercial,Y,858,"7,132,999","8,314"
94402,12,2013,Elec- Industrial,Y,0,0,
94402,12,2013,Elec- Residential,N,"9,531","6,275,204",658
94403,12,2013,Elec- Agricultural,Y,0,0,
94403,12,2013,Elec- Commercial,N,689,"7,712,314","11,193"
94403,12,2013,Elec- Industrial,Y,0,0,
94403,12,2013,Elec- Residential,N,"15,332","8,561,729",558
94404,12,2013,Elec- Commercial,Y,563,"14,323,404","25,441"
94404,12,2013,Elec- Industrial,Y,0,0,
94404,12,2013,Elec- Residential,N,"14,152","8,360,566",591
94501,12,2013,Elec- Commercial,Y,0,0,
94502,12,2013,Elec- Commercial,Y,0,0,
94503,12,2013,Elec- Agricultural,Y,0,0,
94503,12,2013,Elec- Commercial,N,267,"3,191,922","11,955"
94503,12,2013,Elec- Residential,N,"5,236","3,670,775",701
94505,12,2013,Elec- Agricultural,Y,0,0,
94505,12,2013,Elec- Commercial,Y,0,0,
94505,12,2013,Elec- Residential,N,"4,397","3,558,831",809
94506,12,2013,Elec- Agricultural,Y,0,0,
94506,12,2013,Elec- Commercial,Y,367,"3,147,582","8,577"
94506,12,2013,Elec- Residential,N,"8,071","7,939,131",984
94507,12,2013,Elec- Agricultural,Y,0,0,
94507,12,2013,Elec- Commercial,Y,231,"1,267,092","5,485"
94507,12,2013,Elec- Residential,N,"5,325","6,673,235","1,253"
94508,12,2013,Elec- Agricultural,Y,0,0,
94508,12,2013,Elec- Commercial,Y,91,"295,267","3,245"
94508,12,2013,Elec- Industrial,Y,0,0,
94508,12,2013,Elec- Residential,N,932,"727,846",781
94509,12,2013,Elec- Agricultural,Y,0,0,
94509,12,2013,Elec- Commercial,N,"1,223","8,537,032","6,980"
94509,12,2013,Elec- Industrial,Y,0,0,
94509,12,2013,Elec- Residential,N,"22,157","14,116,342",637
94510,12,2013,Elec- Agricultural,Y,0,0,
94510,12,2013,Elec- Commercial,N,977,"5,965,045","6,105"
94510,12,2013,Elec- Industrial,Y,0,0,
94510,12,2013,Elec- Residential,N,"10,862","6,644,220",612
94511,12,2013,Elec- Commercial,N,106,"420,042","3,963"
94511,12,2013,Elec- Residential,N,"1,033","1,022,579",990
94512,12,2013,Elec- Agricultural,Y,0,0,
94512,12,2013,Elec- Commercial,Y,0,0,
94512,12,2013,Elec- Residential,Y,0,0,
94513,12,2013,Elec- Agricultural,Y,0,0,
94513,12,2013,Elec- Commercial,N,"1,156","7,960,826","6,887"
94513,12,2013,Elec- Industrial,Y,0,0,
94513,12,2013,Elec- Residential,N,"18,445","13,904,580",754
94514,12,2013,Elec- Agricultural,Y,0,0,
94514,12,2013,Elec- Commercial,Y,184,"1,667,729","9,064"
94514,12,2013,Elec- Industrial,Y,0,0,
94514,12,2013,Elec- Residential,Y,"1,434","1,170,593",816
94515,12,2013,Elec- Agricultural,Y,0,0,
94515,12,2013,Elec- Commercial,Y,759,"3,790,710","4,994"
94515,12,2013,Elec- Residential,N,"2,553","2,149,712",842
94517,12,2013,Elec- Agricultural,Y,0,0,
94517,12,2013,Elec- Commercial,Y,0,0,
94517,12,2013,Elec- Residential,N,"4,399","3,641,897",828
94518,12,2013,Elec- Agricultural,Y,0,0,
94518,12,2013,Elec- Commercial,N,506,"2,069,085","4,089"
94518,12,2013,Elec- Industrial,Y,0,0,
94518,12,2013,Elec- Residential,N,"9,753","6,360,378",652
94519,12,2013,Elec- Commercial,Y,0,0,
94519,12,2013,Elec- Residential,N,"6,695","4,044,040",604
94520,12,2013,Elec- Commercial,Y,"2,107","18,157,681","8,618"
94520,12,2013,Elec- Industrial,Y,91,"122,544,763","1,346,646"
94520,12,2013,Elec- Residential,N,"12,844","6,578,975",512
94521,12,2013,Elec- Commercial,N,435,"2,813,542","6,468"
94521,12,2013,Elec- Residential,N,"15,769","9,901,134",628
94523,12,2013,Elec- Commercial,N,875,"6,586,983","7,528"
94523,12,2013,Elec- Industrial,Y,0,0,
94523,12,2013,Elec- Residential,N,"14,122","9,007,895",638
94525,12,2013,Elec- Agricultural,Y,0,0,
94525,12,2013,Elec- Commercial,Y,0,0,
94525,12,2013,Elec- Industrial,Y,0,0,
94525,12,2013,Elec- Residential,Y,"1,591","838,404",527
94526,12,2013,Elec- Commercial,Y,0,0,
94526,12,2013,Elec- Industrial,Y,0,0,
94526,12,2013,Elec- Residential,N,"11,946","10,239,262",857
94528,12,2013,Elec- Commercial,Y,0,0,
94528,12,2013,Elec- Residential,N,374,"594,792","1,590"
94530,12,2013,Elec- Commercial,N,506,"2,478,288","4,898"
94530,12,2013,Elec- Residential,N,"10,393","4,694,292",452
94531,12,2013,Elec- Commercial,N,347,"3,867,370","11,145"
94531,12,2013,Elec- Industrial,Y,0,0,
94531,12,2013,Elec- Residential,N,"12,506","9,151,279",732
94533,12,2013,Elec- Agricultural,Y,0,0,
94533,12,2013,Elec- Commercial,Y,"1,551","12,210,515","7,873"
94533,12,2013,Elec- Industrial,Y,0,0,
94533,12,2013,Elec- Residential,Y,"22,620","14,037,372",621
94534,12,2013,Elec- Agricultural,Y,0,0,
94534,12,2013,Elec- Commercial,N,599,"6,609,300","11,034"
94534,12,2013,Elec- Industrial,Y,0,0,
94534,12,2013,Elec- Residential,N,"12,389","8,980,006",725
94535,12,2013,Elec- Commercial,Y,0,0,
94535,12,2013,Elec- Industrial,Y,0,0,
94535,12,2013,Elec- Residential,Y,0,0,
94536,12,2013,Elec- Agricultural,Y,0,0,
94536,12,2013,Elec- Commercial,N,842,"4,233,944","5,028"
94536,12,2013,Elec- Industrial,Y,0,0,
94536,12,2013,Elec- Residential,N,"24,030","13,262,602",552
94538,12,2013,Elec- Agricultural,Y,0,0,
94538,12,2013,Elec- Commercial,N,"2,526","36,217,999","14,338"
94538,12,2013,Elec- Industrial,Y,0,0,
94538,12,2013,Elec- Residential,N,"21,268","11,859,139",558
94539,12,2013,Elec- Agricultural,Y,0,0,
94539,12,2013,Elec- Commercial,Y,"1,131","11,514,389","10,181"
94539,12,2013,Elec- Industrial,Y,0,0,
94539,12,2013,Elec- Residential,N,"16,043","10,071,631",628
94541,12,2013,Elec- Agricultural,Y,0,0,
94541,12,2013,Elec- Commercial,N,"1,219","6,104,961","5,008"
94541,12,2013,Elec- Residential,N,"21,077","11,361,564",539
94542,12,2013,Elec- Commercial,Y,0,0,
94542,12,2013,Elec- Industrial,Y,0,0,
94542,12,2013,Elec- Residential,N,"4,639","3,105,112",669
94544,12,2013,Elec- Agricultural,Y,0,0,
94544,12,2013,Elec- Commercial,Y,"1,504","11,504,501","7,649"
94544,12,2013,Elec- Industrial,Y,0,0,
94544,12,2013,Elec- Residential,N,"21,624","11,917,525",551
94545,12,2013,Elec- Agricultural,Y,0,0,
94545,12,2013,Elec- Commercial,N,"2,090","21,076,287","10,084"
94545,12,2013,Elec- Industrial,Y,40,"35,168,077","879,202"
94545,12,2013,Elec- Residential,N,"8,742","5,411,322",619
94546,12,2013,Elec- Commercial,N,755,"3,481,254","4,611"
94546,12,2013,Elec- Industrial,Y,0,0,
94546,12,2013,Elec- Residential,N,"16,366","9,184,826",561
94547,12,2013,Elec- Commercial,Y,0,0,
94547,12,2013,Elec- Residential,N,"7,692","4,433,201",576
94548,12,2013,Elec- Agricultural,Y,0,0,
94548,12,2013,Elec- Commercial,Y,0,0,
94548,12,2013,Elec- Residential,N,256,"293,306","1,146"
94549,12,2013,Elec- Agricultural,Y,0,0,
94549,12,2013,Elec- Commercial,N,707,"3,465,501","4,902"
94549,12,2013,Elec- Industrial,Y,0,0,
94549,12,2013,Elec- Residential,N,"10,351","9,046,588",874
94550,12,2013,Elec- Agricultural,Y,0,0,
94550,12,2013,Elec- Commercial,N,"1,286","9,406,239","7,314"
94550,12,2013,Elec- Industrial,Y,0,0,
94550,12,2013,Elec- Residential,N,"16,880","12,331,546",731
94551,12,2013,Elec- Agricultural,Y,0,0,
94551,12,2013,Elec- Commercial,N,"1,300","12,141,630","9,340"
94551,12,2013,Elec- Industrial,Y,0,0,
94551,12,2013,Elec- Residential,N,"13,157","8,782,799",668
94552,12,2013,Elec- Agricultural,Y,0,0,
94552,12,2013,Elec- Commercial,Y,0,0,
94552,12,2013,Elec- Residential,N,"4,924","3,370,798",685
94553,12,2013,Elec- Agricultural,Y,0,0,
94553,12,2013,Elec- Commercial,Y,"1,417","8,541,135","6,028"
94553,12,2013,Elec- Industrial,Y,0,0,
94553,12,2013,Elec- Residential,N,"18,172","11,218,618",617
94555,12,2013,Elec- Agricultural,Y,0,0,
94555,12,2013,Elec- Commercial,Y,0,0,
94555,12,2013,Elec- Residential,N,"11,056","5,897,688",533
94556,12,2013,Elec- Commercial,N,217,"1,414,253","6,517"
94556,12,2013,Elec- Industrial,Y,0,0,
94556,12,2013,Elec- Residential,N,"5,870","4,449,222",758
94558,12,2013,Elec- Agricultural,Y,0,0,
94558,12,2013,Elec- Commercial,Y,"1,800","14,530,533","8,073"
94558,12,2013,Elec- Industrial,Y,83,"72,663,880","875,468"
94558,12,2013,Elec- Residential,N,"23,911","17,308,491",724
94559,12,2013,Elec- Agricultural,Y,0,0,
94559,12,2013,Elec- Commercial,N,"1,051","5,848,029","5,564"
94559,12,2013,Elec- Residential,N,"10,222","5,773,045",565
94560,12,2013,Elec- Commercial,Y,"1,289","16,242,883","12,601"
94560,12,2013,Elec- Industrial,Y,0,0,
94560,12,2013,Elec- Residential,N,"13,303","8,015,537",603
94561,12,2013,Elec- Agricultural,Y,0,0,
94561,12,2013,Elec- Commercial,Y,410,"2,565,104","6,256"
94561,12,2013,Elec- Industrial,Y,0,0,
94561,12,2013,Elec- Residential,N,"12,213","8,877,029",727
94562,12,2013,Elec- Residential,N,123,"204,555","1,663"
94563,12,2013,Elec- Commercial,N,299,"1,897,765","6,347"
94563,12,2013,Elec- Industrial,Y,0,0,
94563,12,2013,Elec- Residential,N,"6,514","6,210,716",953
94564,12,2013,Elec- Commercial,Y,571,"5,038,907","8,825"
94564,12,2013,Elec- Residential,N,"6,865","3,923,812",572
94565,12,2013,Elec- Commercial,N,"1,099","10,039,013","9,135"
94565,12,2013,Elec- Industrial,Y,0,0,
94565,12,2013,Elec- Residential,N,"27,316","16,780,184",614
94566,12,2013,Elec- Agricultural,Y,0,0,
94566,12,2013,Elec- Commercial,N,"1,195","7,235,247","6,055"
94566,12,2013,Elec- Industrial,Y,0,0,
94566,12,2013,Elec- Residential,N,"14,666","11,291,700",770
94567,12,2013,Elec- Agricultural,Y,0,0,
94567,12,2013,Elec- Commercial,Y,0,0,
94567,12,2013,Elec- Residential,N,289,"276,255",956
94568,12,2013,Elec- Commercial,Y,"2,856","30,250,487","10,592"
94568,12,2013,Elec- Industrial,Y,0,0,
94568,12,2013,Elec- Residential,N,"18,222","11,041,778",606
94569,12,2013,Elec- Commercial,Y,0,0,
94569,12,2013,Elec- Residential,Y,0,0,
94571,12,2013,Elec- Agricultural,Y,0,0,
94571,12,2013,Elec- Commercial,Y,279,"1,333,401","4,779"
94571,12,2013,Elec- Industrial,Y,0,0,
94571,12,2013,Elec- Residential,Y,"4,083","2,286,251",560
94572,12,2013,Elec- Commercial,Y,0,0,
94572,12,2013,Elec- Industrial,Y,0,0,
94572,12,2013,Elec- Residential,N,"2,775","1,764,096",636
94573,12,2013,Elec- Commercial,N,54,"883,499","16,361"
94573,12,2013,Elec- Residential,N,172,"272,891","1,587"
94574,12,2013,Elec- Agricultural,Y,0,0,
94574,12,2013,Elec- Commercial,N,636,"4,634,761","7,287"
94574,12,2013,Elec- Industrial,Y,0,0,
94574,12,2013,Elec- Residential,N,"3,649","3,068,449",841
94576,12,2013,Elec- Agricultural,Y,0,0,
94576,12,2013,Elec- Commercial,Y,0,0,
94576,12,2013,Elec- Residential,N,215,"145,328",676
94577,12,2013,Elec- Agricultural,Y,0,0,
94577,12,2013,Elec- Commercial,N,"2,024","15,751,783","7,783"
94577,12,2013,Elec- Industrial,Y,0,0,
94577,12,2013,Elec- Residential,N,"16,289","8,908,348",547
94578,12,2013,Elec- Commercial,Y,977,"6,622,494","6,778"
94578,12,2013,Elec- Industrial,Y,0,0,
94578,12,2013,Elec- Residential,N,"14,203","7,018,207",494
94579,12,2013,Elec- Commercial,N,208,"1,596,911","7,677"
94579,12,2013,Elec- Residential,N,"6,383","3,849,092",603
94580,12,2013,Elec- Commercial,Y,0,0,
94580,12,2013,Elec- Industrial,Y,0,0,
94580,12,2013,Elec- Residential,N,"8,971","5,012,215",559
94582,12,2013,Elec- Commercial,Y,0,0,
94582,12,2013,Elec- Residential,N,"13,098","8,229,111",628
94583,12,2013,Elec- Agricultural,Y,0,0,
94583,12,2013,Elec- Commercial,Y,0,0,
94583,12,2013,Elec- Industrial,Y,0,0,
94583,12,2013,Elec- Residential,N,"13,796","9,488,035",688
94585,12,2013,Elec- Agricultural,Y,0,0,
94585,12,2013,Elec- Commercial,N,510,"2,261,191","4,434"
94585,12,2013,Elec- Industrial,Y,0,0,
94585,12,2013,Elec- Residential,N,"9,497","6,214,636",654
94586,12,2013,Elec- Agricultural,Y,0,0,
94586,12,2013,Elec- Commercial,Y,0,0,
94586,12,2013,Elec- Industrial,Y,0,0,
94586,12,2013,Elec- Residential,N,351,"354,738","1,011"
94587,12,2013,Elec- Agricultural,Y,0,0,
94587,12,2013,Elec- Commercial,N,"1,089","15,088,658","13,856"
94587,12,2013,Elec- Industrial,Y,0,0,
94587,12,2013,Elec- Residential,N,"20,220","11,854,151",586
94588,12,2013,Elec- Agricultural,Y,0,0,
94588,12,2013,Elec- Commercial,N,910,"18,209,506","20,010"
94588,12,2013,Elec- Industrial,Y,35,"22,457,630","641,647"
94588,12,2013,Elec- Residential,N,"11,079","7,689,246",694
94589,12,2013,Elec- Agricultural,Y,0,0,
94589,12,2013,Elec- Commercial,Y,281,"3,073,093","10,936"
94589,12,2013,Elec- Industrial,Y,0,0,
94589,12,2013,Elec- Residential,N,"9,148","5,642,221",617
94590,12,2013,Elec- Agricultural,Y,0,0,
94590,12,2013,Elec- Commercial,N,"1,191","5,437,283","4,565"
94590,12,2013,Elec- Industrial,Y,0,0,
94590,12,2013,Elec- Residential,N,"13,647","7,199,469",528
94591,12,2013,Elec- Agricultural,Y,0,0,
94591,12,2013,Elec- Commercial,N,494,"4,290,674","8,686"
94591,12,2013,Elec- Residential,N,"18,908","11,819,364",625
94592,12,2013,Elec- Commercial,Y,0,0,
94595,12,2013,Elec- Commercial,N,204,"1,614,237","7,913"
94595,12,2013,Elec- Residential,N,"9,861","7,062,354",716
94596,12,2013,Elec- Commercial,N,"1,036","10,707,583","10,336"
94596,12,2013,Elec- Industrial,Y,0,0,
94596,12,2013,Elec- Residential,N,"9,022","5,782,209",641
94597,12,2013,Elec- Commercial,N,386,"3,506,535","9,084"
94597,12,2013,Elec- Industrial,Y,0,0,
94597,12,2013,Elec- Residential,N,"10,565","5,809,150",550
94598,12,2013,Elec- Agricultural,Y,0,0,
94598,12,2013,Elec- Commercial,N,400,"5,314,813","13,287"
94598,12,2013,Elec- Industrial,Y,0,0,
94598,12,2013,Elec- Residential,N,"10,350","7,657,229",740
94599,12,2013,Elec- Agricultural,Y,0,0,
94599,12,2013,Elec- Commercial,Y,0,0,
94599,12,2013,Elec- Industrial,Y,0,0,
94599,12,2013,Elec- Residential,N,"1,045","806,945",772
94601,12,2013,Elec- Commercial,N,"1,032","6,297,385","6,102"
94601,12,2013,Elec- Industrial,Y,0,0,
94601,12,2013,Elec- Residential,N,"14,169","6,752,046",477
94602,12,2013,Elec- Commercial,N,337,"1,560,636","4,631"
94602,12,2013,Elec- Industrial,Y,0,0,
94602,12,2013,Elec- Residential,N,"11,517","5,354,092",465
94603,12,2013,Elec- Agricultural,Y,0,0,
94603,12,2013,Elec- Commercial,N,347,"2,323,358","6,696"
94603,12,2013,Elec- Residential,N,"9,238","4,608,669",499
94605,12,2013,Elec- Commercial,N,434,"2,800,880","6,454"
94605,12,2013,Elec- Industrial,Y,0,0,
94605,12,2013,Elec- Residential,N,"15,173","8,170,883",539
94606,12,2013,Elec- Commercial,Y,"1,308","5,321,125","4,068"
94606,12,2013,Elec- Industrial,Y,0,0,
94606,12,2013,Elec- Residential,N,"14,273","6,084,440",426
94607,12,2013,Elec- Agricultural,Y,0,0,
94607,12,2013,Elec- Commercial,N,"1,510","13,503,910","8,943"
94607,12,2013,Elec- Industrial,Y,0,0,
